iter	MultiClass
232	0.2765732341
233	0.2764114391
234	0.2762682689
235	0.2760069014
236	0.2758372435
237	0.2755574942
238	0.2751491419
239	0.2749011167
240	0.2746397774
241	0.2740275911
242	0.2735881872
243	0.2732977032
244	0.27320323
245	0.2727970995
246	0.2726514388
247	0.2723743897
248	0.2719486406
249	0.2715786628
250	0.2713381662
251	0.2708525717
252	0.2707309982
253	0.2706400785
254	0.2704374092
255	0.2701168464
256	0.2699115464
257	0.2694669045
258	0.2690840513
259	0.26871437
260	0.268527632
261	0.2682991534
262	0.2680128249
263	0.2679412108
264	0.2677664397
265	0.2675823187
266	0.2673230005
267	0.2671009985
268	0.266470586
269	0.2662061154
270	0.2660580087
271	0.2659413645
272	0.2657710292
273	0.2654639847
274	0.2650958288
275	0.2648927361
276	0.2647726704
277	0.2645478628
278	0.2641483598
279	0.2640138256
280	0.2636605489
281	0.26342245
282	0.2632053148
283	0.2628572687
284	0.262671951
285	0.262435881
286	0.2623453131
287	0.2622339338
288	0.2619487743
289	0.2618390093
290	0.2617486984
291	0.2615617223
292	0.2611437809
293	0.2609346282
294	0.2605318371
295	0.2603341354
296	0.2601057926
297	0.2597989166
298	0.2596442671
299	0.2595826862
300	0.2592939012
301	0.2588784816
302	0.2586615544
303	0.2582996683
304	0.2581243509
305	0.2578587194
306	0.257682648
307	0.2573022533
308	0.2569357872
309	0.2566150397
310	0.2564507894
311	0.2562068116
312	0.2557050475
313	0.2555008601
314	0.2553618367
315	0.2551254586
316	0.2549180347
317	0.2546753979
318	0.2543959848
319	0.2541693088
320	0.2540130594
321	0.2539006503
322	0.2537776879
323	0.2535581737
324	0.2534188435
325	0.2531222231
326	0.2529246726
327	0.2527603134
328	0.2524137733
329	0.2520832709
330	0.2519666546
331	0.251801626
332	0.2512602041
333	0.2509509778
334	0.2508765954
335	0.2508040169
336	0.2505630273
337	0.2502581556
338	0.2499981014
339	0.249792053
340	0.2496786989
341	0.2494875683
342	0.2493200975
343	0.2490317613
344	0.2489204281
345	0.2488255928
346	0.2486780524
347	0.2485809846
348	0.2484366148
349	0.2481739147
350	0.247968207
351	0.2476372844
352	0.2475350601
353	0.2473159042
354	0.2471768902
355	0.2468984204
356	0.2467590358
357	0.246679529
358	0.2465536854
359	0.2463534363
360	0.2460891017
361	0.2459105027
362	0.2453936238
363	0.2453048746
364	0.2447858579
365	0.2446879051
366	0.2444487906
367	0.2442599757
368	0.2440496261
369	0.2439688717
370	0.2437304381
371	0.2429448624
372	0.2426735687
373	0.242411278
374	0.2422399831
375	0.2420858307
376	0.2420055841
377	0.2418293467
378	0.2416991652
379	0.2413364674
380	0.2411708491
381	0.2410277856
382	0.2407904765
383	0.2406648853
384	0.2405548377
385	0.2404328568
386	0.2402794714
387	0.2398300774
388	0.2397460088
389	0.2395845739
390	0.2394517057
391	0.2391088945
392	0.2389288949
393	0.2385765917
394	0.2384222758
395	0.2383543494
396	0.2382404738
397	0.2380701025
398	0.2374861968
399	0.2370559517
400	0.2367888848
401	0.2366646762
402	0.2364005673
403	0.2360300132
404	0.235913386
405	0.2357086098
406	0.2353271206
407	0.2351999522
408	0.2348635622
409	0.2346900914
410	0.2345615028
411	0.2344395737
412	0.2342507871
413	0.2340446353
414	0.2337900594
415	0.2336257458
416	0.2335203341
417	0.2333972325
418	0.2332435366
419	0.2330702481
420	0.2329796598
421	0.2326783003
422	0.2326055057
423	0.2325320389
424	0.2323194215
425	0.2322374447
426	0.2319421882
427	0.2317568895
428	0.2313790271
429	0.231297504
430	0.2312170815
431	0.2310792503
432	0.2309440932
433	0.230804003
434	0.2305207901
435	0.2303584012
436	0.2301150624
437	0.2298500374
438	0.2296886973
439	0.2295250942
440	0.2291603179
441	0.2290186666
442	0.2289261847
443	0.2286915141
444	0.2285404024
445	0.2283264242
446	0.2280303926
447	0.2279149435
448	0.2276839667
449	0.2276032817
450	0.2273668036
451	0.2272259893
452	0.2270070965
453	0.2267232647
454	0.2265514748
455	0.2263483893
456	0.2261207529
457	0.2259855084
458	0.2257441902
459	0.2256157426
460	0.2254741762
461	0.2253501402
462	0.2252443737
463	0.2251333905
464	0.2250222871
465	0.22485246
466	0.2247211868
467	0.2246388792
468	0.2245805222
469	0.2244794398
470	0.2243262285
471	0.2241262118
472	0.2239548958
473	0.2238052793
474	0.2236521994
475	0.2233961859
476	0.2232545014
477	0.2229750532
478	0.2228599506
479	0.2227305067
480	0.2226078888
481	0.2224990449
482	0.2223561469
483	0.2221977796
484	0.2220850266
485	0.2218956403
486	0.2217485361
487	0.2215782024
488	0.2214148579
489	0.221205865
490	0.2211413975
491	0.2210646773
492	0.2207807986
493	0.2206217476
494	0.2204634352
495	0.2203988284
496	0.2202261589
497	0.2201439043
498	0.2199879441
499	0.2197756988
500	0.2194188157
501	0.2193409474
502	0.2191412416
503	0.2190024582
504	0.218922795
505	0.2186154208
506	0.218375034
507	0.2180376236
508	0.2178998726
509	0.2177854428
510	0.2176351643
511	0.2175542916
512	0.2173969629
513	0.2171487383
514	0.2170491471
515	0.2168017898
516	0.2167296464
517	0.2165966379
518	0.2164832883
519	0.216411861
520	0.2162449941
521	0.2160729543
522	0.215915526
523	0.2156779038
524	0.2155274572
525	0.2153904578
526	0.2152814995
527	0.2152032747
528	0.2150597233
529	0.2148289636
530	0.2147076262
531	0.214580622
532	0.2144876969
533	0.214381238
534	0.2141441208
535	0.2140223972
536	0.2138419179
537	0.2134428449
538	0.2134000252
539	0.2133218071
540	0.2132528972
541	0.2131177103
542	0.2129347353
543	0.2128340944
544	0.2127045933
545	0.2125409076
546	0.2123828395
547	0.2123401639
548	0.2122523852
549	0.2121576387
550	0.2120301152
551	0.211911033
552	0.2117263369
553	0.211512125
554	0.2113514649
555	0.2112134744
556	0.2111542449
557	0.2110598895
558	0.2108570336
559	0.2105086913
560	0.2102637022
561	0.2100988319
562	0.209989812
563	0.2096921387
564	0.209365871
565	0.2091847379
566	0.2090011707
567	0.2088527751
568	0.2087688553
569	0.2086670107
570	0.20860581
571	0.2084993144
572	0.2084544864
573	0.2083848068
574	0.2081055903
575	0.2079640304
576	0.2076544314
577	0.2075583357
578	0.20723599
579	0.2070558905
580	0.206980698
581	0.2068633264
582	0.2067109952
583	0.2066543348
584	0.2063433194
585	0.206213696
586	0.2060758333
587	0.2059542565
588	0.2057409526
589	0.2056159979
590	0.2055467281
591	0.2053726826
592	0.205255299
593	0.2051949762
594	0.2050229171
595	0.2049629048
596	0.2046749925
597	0.2045245016
598	0.2044299216
599	0.204150518
600	0.2040112062
601	0.2038687926
602	0.2034886807
603	0.2033147993
604	0.2031454042
605	0.2030832182
606	0.2030167959
607	0.2029629603
608	0.2027976747
609	0.2026486182
610	0.2024763421
611	0.2022680396
612	0.202151363
613	0.2020964156
614	0.2020246805
615	0.201804973
616	0.2017117019
617	0.2015055041
618	0.2013888282
619	0.2012803143
620	0.2010685671
621	0.2009860394
622	0.2008265013
623	0.2007919135
624	0.2006718333
625	0.2005664196
626	0.200425087
627	0.2002686533
628	0.2000553526
629	0.1998665062
630	0.1997919873
631	0.1996248043
632	0.1995746876
633	0.1993969892
634	0.1991029282
635	0.1990005301
636	0.1989654582
637	0.1988260385
638	0.198669888
639	0.1985306012
640	0.1983777415
641	0.1982570368
642	0.1981009041
643	0.1980308158
644	0.1977684177
645	0.1977087663
646	0.1975167578
647	0.197318295
648	0.1972318209
649	0.1970609456
650	0.1969828855
651	0.1969426369
652	0.1968583933
653	0.1967339134
654	0.1965444168
655	0.1964212537
656	0.196279786
657	0.1961732159
658	0.1961016094
659	0.1959741669
660	0.1958600373
661	0.1957986556
662	0.1957059251
663	0.1956199807
664	0.1955274145
665	0.195298871
666	0.1951730511
667	0.19494525
668	0.1947492491
669	0.1946616861
670	0.1945685083
671	0.1945009554
672	0.194449615
673	0.1943504755
674	0.1942305576
675	0.194151338
676	0.1941098932
677	0.1938964761
678	0.1936503682
679	0.1935258928
680	0.1933883633
681	0.1932379564
682	0.193084561
683	0.1930178919
684	0.1928725256
685	0.1927932385
686	0.192659241
687	0.1925395876
688	0.1925143585
689	0.1923891513
690	0.1922859702
691	0.1920920053
692	0.192054258
693	0.1918276693
694	0.1917776379
695	0.1916400538
696	0.1914473783
697	0.1912217398
698	0.1910576494
699	0.19093681
700	0.1907439889
701	0.1905691993
702	0.1905395267
703	0.1904526872
704	0.1902803751
705	0.1901577185
706	0.190091105
707	0.1900330555
708	0.1898944287
709	0.1897583486
710	0.1896293995
711	0.1894554707
712	0.1893131427
713	0.1892197281
714	0.1891058217
715	0.1889401552
716	0.188854782
717	0.1886901798
718	0.1885809111
719	0.188484859
720	0.1884163485
721	0.1882967779
722	0.1881732429
723	0.1881173169
724	0.1880337643
725	0.1879979648
726	0.1878995411
727	0.1878080539
728	0.1875414404
729	0.1875024888
730	0.1873664131
731	0.1872172257
732	0.1871582591
733	0.1869818491
734	0.1868526123
735	0.1867947781
736	0.1867094084
737	0.1865209221
738	0.1864575579
739	0.1863881488
740	0.1863386864
741	0.1862659204
742	0.1862007875
743	0.1860554954
744	0.1859963645
745	0.1858818461
746	0.1857235745
747	0.1856482518
748	0.1855758596
749	0.1853954873
750	0.1852984584
751	0.1851674211
752	0.1850482515
753	0.1849651878
754	0.1848274586
755	0.1846216963
756	0.1843826498
757	0.1842802786
758	0.1842183114
759	0.1841026251
760	0.1839669328
761	0.1838635686
762	0.1838102227
763	0.1836681953
764	0.1835295393
765	0.1834718177
766	0.1833820229
767	0.18315581
768	0.1829896699
769	0.1828307593
770	0.182717839
771	0.1826108238
772	0.1825250677
773	0.1824534119
774	0.182348905
775	0.1822401851
776	0.1820926802
777	0.1818890006
778	0.1818091281
779	0.1817487922
780	0.1816898707
781	0.1816104239
782	0.1815342065
783	0.1814090733
784	0.1813244508
785	0.1811674331
786	0.1810104148
787	0.1808922164
788	0.1808046425
789	0.180573372
790	0.1804924586
791	0.1803492344
792	0.1802187126
793	0.1800988533
794	0.1800325319
795	0.1799063956
796	0.1797931593
797	0.1796748319
798	0.1795682622
799	0.1794904286
800	0.1794120424
801	0.1793032857
802	0.1791789569
803	0.1791101674
804	0.1789665512
805	0.1788474028
806	0.1787596814
807	0.1787290755
808	0.1785812607
809	0.1785538333
810	0.1784444956
811	0.1783437103
812	0.1782789483
813	0.1782138401
814	0.1781501378
815	0.1781059994
816	0.1780337428
817	0.1780098322
818	0.1779373534
819	0.1778120635
820	0.1776404335
821	0.1775403322
822	0.1772890043
823	0.177183546
824	0.1769689153
825	0.1768762914
826	0.1768284801
827	0.176710727
828	0.1765757805
829	0.1763673351
830	0.1763141078
831	0.1762572746
832	0.1761353517
833	0.1759909123
834	0.1759582305
835	0.1758125425
836	0.1757622049
837	0.175667967
838	0.1755994656
839	0.1754288217
840	0.1753327687
841	0.1752358943
842	0.175075906
843	0.174974895
844	0.1749258128
845	0.1748546264
846	0.1747841219
847	0.174731363
848	0.174658285
849	0.1745902171
850	0.174437441
851	0.1743419899
852	0.1742531788
853	0.1742081359
854	0.1740847229
855	0.1739941315
856	0.1739094714
857	0.1737946487
858	0.1737375137
859	0.1735851071
860	0.1734133635
861	0.1730764131
862	0.1729713508
863	0.17285727
864	0.172629498
865	0.1725491174
866	0.1724547781
867	0.1724270562
868	0.1723542203
869	0.1722335193
870	0.1721313136
871	0.1719893166
872	0.1718696222
873	0.1717415774
874	0.17165445
875	0.1715847576
876	0.1714940298
877	0.1713893485
878	0.1712005933
879	0.1710600241
880	0.1709172553
881	0.1707163892
882	0.1706388689
883	0.1705712952
884	0.1704634463
885	0.170329918
886	0.1702551848
887	0.1701405717
888	0.1700377361
889	0.1699661406
890	0.1698768205
891	0.1698193986
892	0.1696821894
893	0.1695975467
894	0.1694569229
895	0.1692867549
896	0.169244297
897	0.1691427173
898	0.1690558319
899	0.1687082261
900	0.1686466946
901	0.16855796
902	0.1684512706
903	0.1683026162
904	0.1682505443
905	0.1681457259
906	0.1681111638
907	0.1679593375
908	0.1677195527
909	0.1676223694
910	0.1675572248
911	0.1674775398
912	0.167356884
913	0.1672846282
914	0.167257345
915	0.1670047611
916	0.166952286
917	0.166878303
918	0.1667986571
919	0.1666888003
920	0.1665656432
921	0.1664850772
922	0.1664251529
923	0.1663705005
924	0.166294589
925	0.1661890949
926	0.1661328686
927	0.1660519811
928	0.1659951866
929	0.1658517344
930	0.1657252717
931	0.1655500474
932	0.1653884936
933	0.1652886804
934	0.1651939622
935	0.1650660171
936	0.1648640914
937	0.1648003445
938	0.1647566629
939	0.164701323
940	0.1645651113
941	0.1644721871
942	0.1644064088
943	0.1643489848
944	0.1643142039
945	0.1642377556
946	0.1642022154
947	0.1640628286
948	0.1640244941
949	0.1639435947
950	0.1638600671
951	0.1637982973
952	0.1636801616
953	0.1636348054
954	0.1634562172
955	0.1633974238
956	0.1632681826
957	0.1631620825
958	0.1630139494
959	0.1629619709
960	0.1629073109
961	0.1628084545
962	0.1627382846
963	0.1626106658
964	0.1625535153
965	0.1624418451
966	0.1622184328
967	0.1621439563
968	0.16210466
969	0.1620355346
970	0.1619968334
971	0.1619292509
972	0.1617987948
973	0.1616989715
974	0.161534916
975	0.1614289522
976	0.1613440784
977	0.1613028098
978	0.1611700515
979	0.1610912492
980	0.1610041026
981	0.1608999595
982	0.1607395809
983	0.1607002647
984	0.1605969158
985	0.1603783842
986	0.1602996936
987	0.1602456356
988	0.1600646484
989	0.1600322181
990	0.1599059167
991	0.1598241863
992	0.1597746867
993	0.1595597146
994	0.1595038697
995	0.1594400232
996	0.1593111193
997	0.1592267224
998	0.1591047645
999	0.1590175366
